title,character_name,actor_name,sympathy_coding,arc_presence,arc_direction,confidence_arc,reasoning_arc
Ted 2,Customer,Liam Neeson,neutral,flat,none,low,The character 'Customer' has minimal screen time and does not undergo any significant development.
Ted 2,Fertility Doctor,Dennis Haysbert,neutral,flat,none,low,The character serves a functional role in the plot without significant development or emotional connection.
Ted 2,Narrator (voice),Patrick Stewart,neutral,flat,none,low,The Narrator serves a functional role in the story without significant development or emotional engagement.
Ted 2,Tom Brady,Tom Brady,neutral,flat,none,low,Tom Brady's character in 'Ted 2' serves a functional role without significant development or emotional engagement.
Ted 2,Jay Leno,Jay Leno,neutral,flat,none,low,Jay Leno's character in 'Ted 2' serves a functional role without significant development or emotional engagement.
Ted 2,Jimmy Kimmel,Jimmy Kimmel,neutral,flat,none,medium,"Jimmy Kimmel's role is primarily as a cameo, serving a functional purpose without significant character development."
The Lord of the Rings: The Return of the King,Frodo,Elijah Wood,protagonist,significant,positive,high,"Frodo is the main character whose journey involves significant personal growth and sacrifice, ultimately embodying the themes of courage and resilience."
The Lord of the Rings: The Return of the King,Gandalf,Ian McKellen,protagonist,significant,positive,high,"Gandalf is a central character who guides and supports the protagonists, showing significant growth in wisdom and leadership throughout the story."
The Lord of the Rings: The Return of the King,Aragorn,Viggo Mortensen,protagonist,significant,positive,high,"Aragorn is a central character who embodies heroism and leadership, undergoing significant growth as he embraces his destiny as king."
The Lord of the Rings: The Return of the King,Sam,Sean Astin,protagonist,significant,positive,high,"Sam is a loyal friend who undergoes significant growth, demonstrating bravery and resilience throughout the journey."
The Lord of the Rings: The Return of the King,Gollum / Smeagol,Andy Serkis,redeemed,significant,ambiguous,high,"Gollum/Smeagol starts as a tragic figure driven by his obsession with the Ring, showing moments of sympathy and conflict, ultimately leading to a complex and ambiguous resolution."
The Lord of the Rings: The Return of the King,Merry,Dominic Monaghan,protagonist,significant,positive,high,Merry is a key character who supports the main quest and shows significant growth in bravery and loyalty throughout the story.
The Lord of the Rings: The Return of the King,Pippin,Billy Boyd,protagonist,significant,positive,high,"Pippin is a central character who undergoes significant growth, showing bravery and maturity throughout the story."
The Lord of the Rings: The Return of the King,Denethor,John Noble,fallen,significant,negative,high,Denethor starts as a sympathetic character but becomes increasingly antagonistic and loses the audience's sympathy due to his despair and poor decisions.
The Lord of the Rings: The Return of the King,Faramir,David Wenham,protagonist,significant,positive,high,"Faramir is portrayed as a noble character who evolves from a conflicted leader to a heroic figure, earning the audience's sympathy through his choices and actions."
The Lord of the Rings: The Return of the King,Éowyn,Miranda Otto,protagonist,significant,positive,high,"Éowyn is a central character who undergoes a significant transformation, ultimately embracing her strength and agency in a male-dominated world."
The Lord of the Rings: The Return of the King,Théoden,Bernard Hill,protagonist,significant,positive,high,Théoden evolves from a king paralyzed by despair to a courageous leader who inspires his people to fight against evil.
The Lord of the Rings: The Return of the King,Gimli,John Rhys-Davies,protagonist,significant,positive,high,"Gimli is a key member of the Fellowship, providing comic relief and bravery, and he shows significant growth in his relationships and self-identity throughout the story."
The Lord of the Rings: The Return of the King,Legolas,Orlando Bloom,protagonist,minor,positive,high,"Legolas is a key ally in the Fellowship, showing loyalty and bravery, but his character does not undergo significant internal change throughout the story."
The Lord of the Rings: The Return of the King,Elrond,Hugo Weaving,protagonist,flat,none,high,"Elrond is a key ally in the fight against Sauron, representing wisdom and strength, but he does not undergo significant personal change throughout the story."
The Lord of the Rings: The Return of the King,Arwen,Liv Tyler,protagonist,significant,positive,high,"Arwen is a central character who embodies hope and love, significantly impacting the story and showing growth in her commitment to Aragorn and her people."
The Lord of the Rings: The Return of the King,Galadriel,Cate Blanchett,protagonist,significant,positive,high,"Galadriel is a central character who embodies wisdom and strength, showing significant growth in her resolve to aid the Fellowship and protect Middle-earth."
The Lord of the Rings: The Return of the King,Éomer,Karl Urban,protagonist,significant,positive,high,"Éomer is a key ally in the fight against Sauron, showing growth in leadership and loyalty throughout the story."
The Lord of the Rings: The Return of the King,Bilbo,Ian Holm,protagonist,significant,positive,high,Bilbo is a central character whose journey from a timid hobbit to a brave adventurer earns the audience's sympathy and showcases significant personal growth.
The Lord of the Rings: The Return of the King,Boromir,Sean Bean,fallen,significant,negative,high,"Boromir starts as a sympathetic character but ultimately succumbs to temptation and betrayal, leading to a loss of audience sympathy."
The Lord of the Rings: The Return of the King,Witchking / Gothmog,Lawrence Makoare,antagonist,flat,none,high,The Witchking is a primary antagonist with no meaningful character development throughout the story.
Kung Fu Panda 4,Po (voice),Jack Black,protagonist,significant,positive,high,"Po is the main character of 'Kung Fu Panda 4', and he undergoes significant growth as he learns and develops his skills and relationships."
Kung Fu Panda 4,Zhen (voice),Awkwafina,neutral,flat,none,low,"Zhen is a minor character with limited information available, making it difficult to assess her role and development in the story."
Kung Fu Panda 4,The Chameleon (voice),Viola Davis,neutral,flat,none,low,"The Chameleon is a minor character with limited information available, making it difficult to assess their role and development."
Kung Fu Panda 4,Shifu (voice),Dustin Hoffman,protagonist,significant,positive,medium,"Shifu is a mentor figure who guides the protagonist, Po, and undergoes significant growth in his beliefs about teaching and self-acceptance."
Kung Fu Panda 4,Li (voice),Bryan Cranston,neutral,flat,none,low,"Li is a minor character with limited information available, making it difficult to assess their role and development."
Kung Fu Panda 4,Mr. Ping (voice),James Hong,neutral,flat,none,low,"Mr. Ping is a supporting character whose role is primarily functional, and there is limited information on his development in 'Kung Fu Panda 4'."
Kung Fu Panda 4,Tai Lung (voice),Ian McShane,antagonist,flat,none,medium,"Tai Lung is primarily an antagonist in the story, and there is limited information on his character development in 'Kung Fu Panda 4'."
Kung Fu Panda 4,Han (voice),Ke Huy Quan,neutral,flat,none,low,Han is a minor character in 'Kung Fu Panda 4' with limited information available about his role and development.
Kung Fu Panda 4,Fish (voice),Ronny Chieng,neutral,flat,none,low,"Fish is a minor character with limited information available, suggesting minimal impact on the story."
Kung Fu Panda 4,Granny Boar (voice),Lori Tan Chinn,neutral,flat,none,low,Granny Boar appears to be a minor character with limited development and a functional role in the story.
Kung Fu Panda 4,Mantis (voice),Seth Rogen,neutral,flat,none,low,"Mantis is a minor character in the Kung Fu Panda series, and there is limited information on his development in the upcoming film."
Kung Fu Panda 4,Panda Pig (voice),Jimmy Donaldson,neutral,flat,none,low,"Panda Pig is a minor character with limited information available, suggesting minimal impact on the story."
Kung Fu Panda 4,Boastful Komodo / Frightened Ram / Goose Jail Guard / Bunny Bartender (voice),James Murray,neutral,flat,none,low,The character appears to be a minor role with no significant development or clear relationship with the audience.
Kung Fu Panda 4,Bull Officer #2 / Ram Worker / Master Villain #1 (voice),James Sie,antagonist,flat,none,low,The character appears to serve a functional role in the plot without significant development or change.
Kung Fu Panda 4,Bull Officer #1 / Ram Foreman / Questioned Boar (voice),Cedric Yarbrough,neutral,flat,none,low,The character appears to serve a functional role in the story without significant development or clear audience connection.
Kung Fu Panda 4,Bear Crime Boss / Last Ram / Tavern Patron #2 (voice),Vic Chao,neutral,flat,none,low,The character appears to be a minor role with limited development and no clear relationship with the audience.
Kung Fu Panda 4,Den Bunny #2 / Piglet #1 / Piglet #2 / Action Figure Pig Kid / Picture Bunny Kid / Restaurant Bunny #2 (voice),Audrey Brooke,neutral,flat,none,low,The character appears to be a minor role with no significant development or clear relationship with the audience.
Kung Fu Panda 4,Den Bunny #3 / Action Figure Panda Kid / Restaurant Bunny #3 (voice),Lincoln Nakamura,neutral,flat,none,low,The character appears to be a minor role with limited development and no clear relationship with the audience.
Kung Fu Panda 4,Den Bunny #1 / Restaurant Bunny #1 (voice),Cece Valentina,neutral,flat,none,low,Den Bunny #1 is a minor character with limited development and no clear relationship with the audience.
Kung Fu Panda 4,Pig Patron #2 (voice),April Hong,neutral,flat,none,low,"As a minor character with minimal screen time, Pig Patron #2 does not have a significant role or development in the story."
Captain Kate,Captain Kate,Kathlyn Williams,protagonist,significant,positive,medium,Captain Kate is portrayed as a central character who undergoes meaningful growth and earns the audience's support throughout the film.
Captain Kate,Clancy,Charles Clary,neutral,flat,none,low,Clancy appears to be a minor character with limited development and unclear impact on the main narrative.
Captain Kate,John Howell,Frank Weed,neutral,flat,none,low,"John Howell is a minor character with limited information available, suggesting he serves a functional role in the plot without significant development."
Captain Kate,Desmond,Frank Smith,neutral,flat,none,low,"Desmond is a minor character with limited information available, suggesting he serves a functional role without significant development."
Captain Kate,Loyal Native,Tom Mix,neutral,flat,none,low,The character 'Loyal Native' is likely a minor role with limited development and no clear relationship with the audience.
Captain Kate,Ali Ben,Tom Anderson,neutral,flat,none,low,Ali Ben appears to be a minor character with limited development and a functional role in the plot.
Sinners,Smoke / Stack,Michael B. Jordan,neutral,flat,none,low,Limited information on the character 'Smoke / Stack' suggests minimal development and a neutral role in the story.
Sinners,Mary,Hailee Steinfeld,neutral,flat,none,low,Mary is a minor character in 'Sinners' with limited development and unclear audience relationship.
Sinners,Sammie Moore,Miles Caton,neutral,flat,none,low,"Sammie Moore is a minor character with limited information available, making it difficult to assess their role and development in the story."
Sinners,Remmick,Jack O'Connell,neutral,flat,none,low,Remmick appears to be a minor character with limited development and unclear audience relationship.
Sinners,Annie,Wunmi Mosaku,neutral,flat,none,low,"Annie is a minor character with limited information available, making it difficult to assess her role and development in the story."
Sinners,Pearline,Jayme Lawson,neutral,flat,none,low,"Pearline is a minor character with limited information available, making it difficult to assess her role and development in the story."
Sinners,Cornbread,Omar Benson Miller,neutral,flat,none,low,Cornbread is a minor character with limited development and a clear role in the plot.
Sinners,Delta Slim,Delroy Lindo,neutral,flat,none,low,"Delta Slim is a minor character with limited information available, making it difficult to assess his role and development in the story."
Sinners,Grace Chow,Li Jun Li,neutral,flat,none,low,Grace Chow is a minor character with limited development and unclear audience relationship.
Sinners,Bo Chow,Yao,neutral,flat,none,low,"Bo Chow is a minor character with limited information available, making it difficult to assess their role and development in the story."
Sinners,Joan,Lola Kirke,neutral,flat,none,low,Joan is a minor character with limited development and unclear impact on the main narrative.
Sinners,Bert,Peter Dreimanis,neutral,flat,none,low,"Bert is a minor character with limited information available, making it difficult to assess his role and development in the story."
Sinners,Old Sammie,Buddy Guy,neutral,flat,none,low,Old Sammie is a minor character with limited development and a functional role in the story.
Sinners,Jedidiah,Saul Williams,neutral,flat,none,low,Jedidiah is a minor character with limited development and unclear audience relationship.
Sinners,Ruthie,Andrene Ward-Hammond,neutral,flat,none,low,"Ruthie is a minor character with limited information available, making it difficult to assess her role and development in the story."
Sinners,Beatrice,Tenaj L. Jackson,neutral,flat,none,low,"Beatrice is a minor character with limited information available, making it difficult to assess her role and development in the story."
Sinners,Hogwood,Dave Maldonado,neutral,flat,none,low,"Hogwood is a minor character with limited information available, making it difficult to assess his role and development in the story."
Sinners,Teenager,Aadyn Encalarde,neutral,flat,none,low,The character 'Teenager' appears to have minimal development and serves a functional role in the story.
Sinners,Lisa Chow,Helena Hu,neutral,flat,none,low,"Lisa Chow is a minor character with limited information available, making it difficult to assess her role and development in the story."
Sinners,Terry,Sam Malone,neutral,flat,none,low,Terry is a minor character in 'Sinners' with limited information available about his role and development.
The Matrix,Neo,Keanu Reeves,protagonist,significant,positive,high,"Neo undergoes a profound transformation from a disillusioned hacker to a confident savior of humanity, embodying the hero's journey."
The Matrix,Morpheus,Laurence Fishburne,protagonist,significant,positive,high,"Morpheus is a central character who guides Neo and embodies the struggle against oppression, showing significant growth in his beliefs and relationships throughout the film."
The Matrix,Trinity,Carrie-Anne Moss,protagonist,significant,positive,high,"Trinity is a central character who evolves throughout the story, showcasing growth in her beliefs and relationships, particularly in her partnership with Neo."
The Matrix,Agent Smith,Hugo Weaving,antagonist,flat,none,high,Agent Smith is a primary antagonist in 'The Matrix' who opposes the protagonist without undergoing any meaningful change throughout the story.
The Matrix,Oracle,Gloria Foster,neutral,flat,none,medium,Oracle serves as a guide and mentor without undergoing significant personal change throughout the story.
The Matrix,Cypher,Joe Pantoliano,antagonist,significant,negative,high,"Cypher opposes the protagonists and ultimately betrays them, showcasing a significant internal conflict and deterioration in his character."
The Matrix,Tank,Marcus Chong,protagonist,minor,positive,medium,Tank is a supportive character who aids the protagonist and shows growth in his commitment to the cause.
The Matrix,Apoc,Julian Arahanga,neutral,flat,none,medium,Apoc serves as a supporting character in 'The Matrix' without significant development or a clear relationship with the audience.
The Matrix,Mouse,Matt Doran,neutral,flat,none,low,Mouse is a minor character with limited development and serves primarily to support the plot.
The Matrix,Switch,Belinda McClory,neutral,flat,none,medium,Switch serves a functional role in the story without significant character development or a clear relationship with the audience.
The Matrix,Dozer,Anthony Ray Parker,neutral,flat,none,medium,Dozer serves a supportive role in the story without significant character development or a clear emotional arc.
The Matrix,Agent Brown,Paul Goddard,antagonist,flat,none,medium,Agent Brown serves as an opposing force to the protagonists without significant character development.
The Matrix,Agent Jones,Robert Taylor,antagonist,flat,none,medium,Agent Jones serves primarily as an opposing force to the protagonists without significant character development.
The Matrix,Rhineheart,David Aston,neutral,flat,none,low,Rhineheart is a minor character with limited development and does not significantly impact the story.
The Matrix,Choi,Marc Aden Gray,neutral,flat,none,low,Choi is a minor character with limited development and does not significantly impact the main narrative.
The Matrix,Dujour,Ada Nicodemou,neutral,flat,none,low,Dujour is a minor character with limited screen time and no significant development.
The Matrix,Priestess,Deni Gordon,neutral,flat,none,low,The character 'Priestess' has minimal screen time and does not exhibit significant development or a clear relationship with the audience.
The Matrix,Spoon Boy,Rowan Witt,neutral,flat,none,low,Spoon Boy is a minor character with limited development and serves a functional role in the story.
The Matrix,Potential,Eleanor Witt,neutral,flat,none,low,The character 'Potential' is not a significant figure in 'The Matrix' and does not exhibit clear development or a defined role.
Top Gun: Maverick,Capt. Pete 'Maverick' Mitchell,Tom Cruise,protagonist,significant,positive,high,"Capt. Pete 'Maverick' Mitchell is a central character whose journey involves personal growth and reconciliation with his past, making him a character the audience roots for."
Top Gun: Maverick,Lt. Bradley 'Rooster' Bradshaw,Miles Teller,protagonist,significant,positive,high,Lt. Bradley 'Rooster' Bradshaw is a central character who undergoes significant growth and is portrayed as a hero the audience supports.
Top Gun: Maverick,Penny Benjamin,Jennifer Connelly,protagonist,significant,positive,medium,"Penny Benjamin is portrayed as a supportive and strong character who plays a crucial role in the protagonist's journey, showing growth in her relationship with him."
Top Gun: Maverick,Wo-1. Bernie 'Hondo' Coleman,Bashir Salahuddin,neutral,flat,none,low,Wo-1. Bernie 'Hondo' Coleman is a minor character with limited development and a functional role in the story.
Top Gun: Maverick,Adm. Beau 'Cyclone' Simpson,Jon Hamm,neutral,flat,none,medium,Adm. Beau 'Cyclone' Simpson serves a functional role in the story without significant character development.
Top Gun: Maverick,Adm. Solomon 'Warlock' Bates,Charles Parnell,neutral,flat,none,medium,Adm. Solomon 'Warlock' Bates serves a functional role in the story without significant character development.
Top Gun: Maverick,Lt. Natasha 'Phoenix' Trace,Monica Barbaro,protagonist,significant,positive,medium,Lt. Natasha 'Phoenix' Trace is a key character who demonstrates growth and earns the audience's support through her skills and determination.
Top Gun: Maverick,Lt. Robert 'Bob' Floyd,Lewis Pullman,protagonist,significant,positive,medium,Lt. Robert 'Bob' Floyd is portrayed as a supportive and skilled character who grows in his role and earns the audience's respect.
Top Gun: Maverick,Lt. Reuben 'Payback' Fitch,Jay Ellis,neutral,flat,none,medium,Lt. Reuben 'Payback' Fitch serves a functional role in the story without significant character development.
Top Gun: Maverick,Lt. Mickey 'Fanboy' Garcia,Danny Ramirez,neutral,flat,none,medium,Lt. Mickey 'Fanboy' Garcia serves a supportive role in the story without significant character development or transformation.
Top Gun: Maverick,Lt. Jake 'Hangman' Seresin,Glen Powell,protagonist,significant,positive,high,"Lt. Jake 'Hangman' Seresin is portrayed as a skilled pilot who evolves from a competitive and somewhat arrogant character to a more collaborative and supportive team member, making him a character the audience roots for."
Top Gun: Maverick,Adm. Tom 'Iceman' Kazansky,Val Kilmer,protagonist,significant,positive,high,"Adm. Tom 'Iceman' Kazansky is portrayed as a supportive ally to the protagonist, Maverick, and undergoes a meaningful transformation in his role and relationship throughout the film."
Top Gun: Maverick,Lt. Neil 'Omaha' Vikander,Jack Schumacher,neutral,flat,none,low,Lt. Neil 'Omaha' Vikander is a minor character with limited development and does not significantly impact the main narrative.
Top Gun: Maverick,Lt. Billy 'Fritz' Avalone,Manny Jacinto,neutral,flat,none,medium,Lt. Billy 'Fritz' Avalone serves a functional role in the story without significant character development.
Top Gun: Maverick,Lt. Callie 'Halo' Bassett,Kara Wang,protagonist,significant,positive,medium,"Lt. Callie 'Halo' Bassett is portrayed as a capable and supportive character who plays a crucial role in the narrative, showing growth and development throughout the film."
Top Gun: Maverick,Lt. Javy 'Coyote' Machado,Greg Tarzan Davis,protagonist,minor,positive,medium,Lt. Javy 'Coyote' Machado is a supportive character who contributes positively to the main narrative but does not undergo significant personal transformation.
Top Gun: Maverick,Lt. Brigham 'Harvard' Lennox,Jake Picking,neutral,flat,none,medium,Lt. Brigham 'Harvard' Lennox serves a functional role in the story without significant character development.
Top Gun: Maverick,Lt. Logan 'Yale' Lee,Raymond Lee,neutral,flat,none,medium,Lt. Logan 'Yale' Lee serves a functional role in the story without significant character development.
Top Gun: Maverick,Sarah Kazansky,Jean Louisa Kelly,neutral,flat,none,low,Sarah Kazansky is a minor character with limited development and does not significantly impact the main narrative.
Top Gun: Maverick,Amelia,Lyliana Wray,neutral,flat,none,low,Amelia is a minor character with limited development and does not significantly impact the main narrative.
The Gorge,Levi,Miles Teller,protagonist,significant,positive,medium,Levi is portrayed as a central character whose journey involves meaningful growth and positive change.
The Gorge,Drasa,Anya Taylor-Joy,neutral,flat,none,low,Drasa is a minor character in 'The Gorge' with limited information available about her development or role.
The Gorge,Bartholomew,Sigourney Weaver,neutral,flat,none,low,Bartholomew is a minor character in 'The Gorge' with limited information available about his role and development.
The Gorge,J.D.,Ṣọpẹ́ Dìrísù,neutral,flat,none,low,J.D. is a minor character in 'The Gorge' with limited information available about his development or role.
The Gorge,Erikas,William Houston,neutral,flat,none,low,Erikas appears to be a minor character with limited development and unclear impact on the main narrative.
The Gorge,Black Ops Commander,Kobna Holdbrook-Smith,antagonist,flat,none,low,"The character's role as a Black Ops Commander suggests a position of opposition, but there is insufficient information to determine any meaningful character development."
The Gorge,Bradford Shaw,James Marlowe,neutral,flat,none,low,"Bradford Shaw is a minor character with limited information available, making it difficult to assess his role and development in the story."
The Gorge,Airman,Julianna Kurokawa,neutral,flat,none,low,The character 'Airman' appears to have minimal development and a functional role in the story.
The Gorge,WWII Scientist,Ruta Gedmintas,neutral,flat,none,low,The character 'WWII Scientist' appears to be a minor character with limited development and a neutral role in the story.
The Gorge,Crewman,Oliver Trevena,neutral,flat,none,low,The character 'Crewman' has minimal screen time and does not exhibit significant development or a clear relationship with the audience.
The Running Man,Ben Richards,Glen Powell,protagonist,significant,positive,high,"Ben Richards is the main character who fights against a corrupt system, and he undergoes a significant transformation as he evolves from a victim to a hero."
The Running Man,Molie Jernigan,William H. Macy,neutral,flat,none,low,Molie Jernigan is a minor character with limited development and does not significantly impact the main narrative.
The Running Man,Evan McCone,Lee Pace,protagonist,significant,positive,medium,"Evan McCone is a central character who undergoes a transformation as he fights against the oppressive system in 'The Running Man', making him a character the audience roots for."
The Running Man,Elton Perrakis,Michael Cera,neutral,flat,none,low,Elton Perrakis is a minor character in 'The Running Man' with limited development and a functional role in the plot.
The Running Man,Amelia Williams,Emilia Jones,neutral,flat,none,low,Amelia Williams is a minor character with limited development and a clear role in the plot.
The Running Man,Bradley,Daniel Ezra,neutral,flat,none,low,Bradley is a minor character in 'The Running Man' with limited development and a functional role in the plot.
The Running Man,Sheila Richards,Jayme Lawson,neutral,flat,none,low,Sheila Richards is a minor character with limited development and a functional role in the plot.
The Running Man,Gary Greenbacks,Sean Hayes,neutral,flat,none,low,Gary Greenbacks is a minor character with limited development and does not significantly impact the main narrative.
The Running Man,Jenni Laughlin,Katy O'Brian,neutral,flat,none,low,Jenni Laughlin is a minor character with limited development and a functional role in the plot.
The Running Man,Bobby T.,Colman Domingo,neutral,flat,none,low,Bobby T. is a minor character with limited development and does not significantly impact the main narrative.
The Running Man,Dan Killian,Josh Brolin,protagonist,significant,positive,medium,"Dan Killian is portrayed as a main character who fights against a corrupt system, showing significant growth in his beliefs and values throughout the film."
The Running Man,'Frank',Karl Glusman,neutral,flat,none,low,Frank is a minor character with limited development and does not significantly impact the main narrative.
The Running Man,Richard Manuel,David Zayas,neutral,flat,none,low,Richard Manuel is a minor character with limited development and does not significantly impact the story.
The Running Man,Tim Jansky,Martin Herlihy,neutral,flat,none,low,Tim Jansky is a minor character with limited development and does not significantly impact the main narrative.
The Running Man,YVA Manager,Danny McCarthy,antagonist,flat,none,low,The YVA Manager serves as an antagonist in the film but does not undergo any meaningful character development.
The Running Man,Stacey,Angelo Gray,neutral,flat,none,low,Stacey is a minor character with limited development and does not significantly impact the main narrative.
The Running Man,Cathy Richards,Alyssa Benn,neutral,flat,none,low,Cathy Richards is a minor character with limited development and does not significantly impact the main narrative.
The Running Man,Decker,Greg Townley,antagonist,flat,none,low,Decker is a minor character in 'The Running Man' who serves primarily as an obstacle for the protagonist without significant development.
The Running Man,'Captain Holloway',Joey Ansah,antagonist,flat,none,medium,Captain Holloway serves as an opposing force to the protagonist without significant character development.
Inception,Dom Cobb,Leonardo DiCaprio,protagonist,significant,positive,high,Dom Cobb is the main character whose journey involves overcoming personal struggles and achieving redemption.
Inception,Arthur,Joseph Gordon-Levitt,protagonist,minor,positive,high,"Arthur is a key member of the team and supports the protagonist, showing growth in his skills and relationships throughout the film."
Inception,Saito,Ken Watanabe,protagonist,significant,positive,high,"Saito is a key ally to Cobb, showing growth in his commitment to the mission and personal stakes throughout the film."
Inception,Eames,Tom Hardy,antihero,minor,positive,medium,"Eames is a skilled forger who operates with a morally ambiguous approach, but he shows loyalty and camaraderie, suggesting some growth."
Inception,Ariadne,Elliot Page,protagonist,significant,positive,high,Ariadne is a key character who aids the protagonist and undergoes significant growth in her understanding of the dream world and her role within it.
Inception,Yusuf,Dileep Rao,neutral,flat,none,medium,Yusuf serves a functional role in the plot without significant character development or emotional engagement.
Inception,"Robert Fischer, Jr.",Cillian Murphy,protagonist,significant,positive,high,"Robert Fischer, Jr. is central to the plot's emotional stakes and undergoes a meaningful transformation in his relationship with his father's legacy."
Inception,Peter Browning,Tom Berenger,neutral,flat,none,low,Peter Browning is a minor character in 'Inception' with limited development and a functional role in the plot.
Inception,Mal Cobb,Marion Cotillard,fallen,significant,negative,high,Mal Cobb starts as a sympathetic character but ultimately becomes a source of conflict and tragedy for the protagonist.
Inception,Maurice Fischer,Pete Postlethwaite,neutral,flat,none,medium,Maurice Fischer serves as a plot device to explore the protagonist's motivations but does not undergo significant development or change.
Inception,Stephen Miles,Michael Caine,neutral,flat,none,medium,Stephen Miles serves primarily as a mentor figure without significant personal development throughout the story.
Inception,Nash,Lukas Haas,neutral,flat,none,low,Nash is a minor character in 'Inception' with limited development and a functional role in the plot.
Inception,Blonde,Talulah Riley,neutral,flat,none,low,Blonde is a minor character with limited development and does not significantly impact the main narrative.
Inception,Japanese Security Guard,Tohoru Masamune,neutral,flat,none,low,The character serves a functional role in the plot without significant development or emotional engagement.
Inception,Phillipa (5 years),Taylor Geare,neutral,flat,none,low,Phillipa is a minor character with limited screen time and does not undergo significant development.
Inception,Phillipa (3 years),Claire Geare,neutral,flat,none,low,Phillipa is a minor character with limited screen time and does not undergo significant development.
Inception,James (3 years),Johnathan Geare,neutral,flat,none,low,James is a minor character with limited screen time and does not undergo any significant development.
Inception,Saito's Attendant,Yuji Okumoto,neutral,flat,none,low,Saito's Attendant is a minor character with limited development and serves a functional role in the plot.
Inception,Elderly Bald Man,Earl Cameron,neutral,flat,none,low,The character 'Elderly Bald Man' has minimal screen time and does not undergo any significant development or change.
Inception,Lawyer,Ryan Hayward,neutral,flat,none,low,The character 'Lawyer' has minimal screen time and does not exhibit significant development or a clear relationship with the audience.
undertone,Evy Babic,Nina Kiri,neutral,flat,none,low,"Evy Babic is a minor character with limited information available, making it difficult to assess her role and development in the story."
undertone,Justin (voice),Adam DiMarco,neutral,flat,none,low,"Justin is a minor character with limited information available, making it difficult to assess his role and development in the story."
undertone,Mama,Michèle Duquet,neutral,flat,none,low,Mama is a minor character with limited development and a functional role in the story.
undertone,Jessa (voice),Keana Bastidas,neutral,flat,none,low,"Jessa appears to be a minor character with limited information available, suggesting minimal impact on the story."
undertone,Mike (voice),Jeff Yung,neutral,flat,none,low,The character Mike (voice) appears to be a minor character with limited development and significance in the story.
undertone,Darren (voice),Ryan Turner,neutral,flat,none,low,"Darren is a minor character with limited information available, suggesting minimal impact on the story."
undertone,Dr. Ram (voice),Ari Millen,neutral,flat,none,low,"Dr. Ram is a minor character with limited information available, suggesting minimal development or impact on the story."
undertone,Nurse (voice),Marisol D’Andrea,neutral,flat,none,low,"The character is a minor role with limited information available, suggesting no significant development or emotional connection."
undertone,Caller 1 (voice),Austin Tuason,neutral,flat,none,low,"Caller 1 is a minor character with limited information available, suggesting no significant development or emotional connection with the audience."
undertone,Caller 2 (voice),Seled Calderon,neutral,flat,none,low,Caller 2 (voice) appears to be a minor character with limited development and a functional role in the story.
undertone,Caller 3 (voice),Bianca Nugara,neutral,flat,none,low,"Caller 3 is a minor character with limited information available, suggesting no significant development or emotional connection with the audience."
undertone,Caller 4 (voice),Jayda Woods,neutral,flat,none,low,"Caller 4 is a minor character with limited information available, suggesting minimal impact on the story."
undertone,Caller 5 - Abby (voice),Sarah Beaudin,neutral,flat,none,low,Caller 5 - Abby appears to be a minor character with limited development and a functional role in the story.
undertone,Meditation Voice (voice),Christina Notto,neutral,flat,none,low,The character 'Meditation Voice' appears to serve a functional role without significant development or clear audience connection.
Star Wars,Luke Skywalker,Mark Hamill,protagonist,significant,positive,high,"Luke Skywalker is the main character of the 'Star Wars' saga, undergoing a significant transformation from a naive farm boy to a powerful Jedi, ultimately embracing his role in the fight against evil."
Star Wars,Han Solo,Harrison Ford,protagonist,significant,positive,high,"Han Solo is a central character who evolves from a self-serving smuggler to a committed hero, gaining the audience's support throughout the story."
Star Wars,Princess Leia Organa,Carrie Fisher,protagonist,significant,positive,high,"Princess Leia Organa is a central character who embodies leadership and resilience, undergoing significant growth throughout the series."
Star Wars,Grand Moff Tarkin,Peter Cushing,antagonist,flat,none,high,"Grand Moff Tarkin is portrayed as a primary antagonist in 'Star Wars', with no significant character development throughout the film."
Star Wars,"Obi-Wan ""Ben"" Kenobi",Alec Guinness,protagonist,flat,none,high,"Obi-Wan Kenobi is a central character who embodies the mentor archetype, guiding the protagonist without undergoing significant personal change."
Star Wars,C-3PO,Anthony Daniels,protagonist,minor,positive,high,"C-3PO is a central character who provides comic relief and support, showing some growth in his relationships but fundamentally remains the same."
Star Wars,R2-D2,Kenny Baker,protagonist,flat,none,high,R2-D2 is a beloved character who consistently supports the protagonists without undergoing significant personal change.
Star Wars,Chewbacca,Peter Mayhew,protagonist,minor,positive,high,"Chewbacca is a loyal companion and hero in the 'Star Wars' saga, showing growth in his relationships, particularly with Han Solo."
Star Wars,Darth Vader (performer),David Prowse,antagonist,significant,positive,high,"Darth Vader starts as a primary antagonist but undergoes a significant transformation, ultimately redeeming himself by the end of the story."
Star Wars,Darth Vader (voice) (uncredited),James Earl Jones,antagonist,significant,positive,high,"Darth Vader is initially an antagonist but undergoes a significant transformation, ultimately redeeming himself by saving his son and defeating the Emperor."
Star Wars,Uncle Owen,Phil Brown,neutral,flat,none,medium,Uncle Owen serves a functional role in the story without significant character development or change.
Star Wars,Aunt Beru,Shelagh Fraser,neutral,flat,none,medium,Aunt Beru is a supportive character with minimal development and serves primarily to provide context for Luke's background.
Star Wars,Chief Jawa,Jack Purvis,neutral,flat,none,low,Chief Jawa is a minor character with limited screen time and does not undergo any significant development.
